CustomerID,Age,Gender,Income,Location,MaritalStatus,PolicyHistory,ClaimsHistory,RenewalStatus
131,,Male,,Jeffreyhaven,Married,Affect top represent score clearly major. Despite music where among cut same.,Particular if lay past. Any stay I health bad. Voice staff company rather beautiful owner any.,
132,45,Female,,Stevensonberg,Single,Compare professional government something continue start step. Difficult price firm when deep certainly.,During herself animal message face program would thank. Fall happen report relate their day beautiful. Brother control nearly analysis ten.,Cancelled
133,,Male,,Smithchester,Married,True must anyone piece owner home majority million. Together fear entire mother. Contain yard officer herself ten later.,Room pull but consumer court difficult. Early method interesting section wife worker so. Buy style nor trade commercial it. Life system table there decade whose marriage indicate.,
134,,Female,,Beltranmouth,,"Student herself method rich paper. Lead avoid describe space.
Admit take begin us father. About first safe including stage population way.",Five have than attention hand. Performance treat table camera. Shake effort work training letter. Practice month what also our.,Pending
135,78,Female,,North Angela,Married,"Himself almost campaign. Build him job glass. Hotel wall quickly resource.
Number number from cold against whole. History million keep gas event trial international.",Finally require fish of dinner doctor. Beat believe race their. Pass study debate learn small.,
136,60,,,Michaelshire,Divorced,"Pm simply back second expect born. Language news street part.
Per place your down name raise talk. Pattern their business measure someone let everything.",Game major result mother reality meet. Without like charge reduce rather east. Dog mention cost imagine. Alone now him voice likely blood son.,
137,53,,116543.0,Aaronchester,,"Open fly represent top police eat response. Cut near owner woman. Help meeting paper side follow.
Likely fill success plant describe per.
Between compare music my election will know. Could guy place.","Shoulder newspaper case dream another foot nice. Increase song must theory human.
Old large senior magazine benefit. Congress remain share style.",
138,72,Female,,South Robertburgh,Married,School evening crime direction see weight boy. Point commercial son morning. Of in act series enjoy.,"Figure all often arm this left. Cultural behavior base book military dark happen.
Set fear author service manager measure tonight. Especially focus argue action someone.",
139,,,51342.8,Jeffreychester,Single,"Key participant official live. Mention pass national notice. Seek fight water prepare.
Fast executive think campaign medical reveal just. Too among push cost own provide.",Catch even mouth respond vote final. Coach financial government ball example. Cover five church air commercial subject. Know society property describe your check decision.,Renewed
140,45,Female,,Allisonmouth,,"Sort small million. Pass treatment relationship window me.
Such me story now order number entire. Long same stage family.",,Renewed
141,78,Male,,Williamsville,Divorced,"Onto care money side. Rock from sister doctor term consumer increase. Chance window end other coach.
Music until front little sense soon nice. Center family have human.","Police kid individual course would product. Imagine kid ten responsibility somebody most.
Save yes church finish we seem Mrs. Case start rock mention. May still human of or free gas.",Cancelled
142,,,95857.1,Hoffmanbury,Married,Role firm lot necessary fear campaign four fast. Home figure you serve reality either agency. Suggest all job kitchen general color edge.,"Some between forget unit worry. Each know again officer per off. Safe short get sign break.
Line amount popular player source science. Scene commercial color firm.",Cancelled
143,,Male,,West Christopher,Single,Check apply where above. Since your leave word increase. Game often cultural choose throw.,"Move left play perform return. Idea dinner ok door beautiful thought.
Around us hold break attorney color. Position guess describe fast. Stage tax nature fill run natural. Hear minute other to.",Pending
144,77,Female,105676.0,,Divorced,"Test pick half doctor. Note each go rather. Within lawyer data over.
Picture official paper. Yeah behind thousand have others almost national.
Would mention although list wait enjoy personal.","Wind cell ok something natural audience. Not word stock language. Operation value issue professor.
Experience smile know rich age. Dark official final she.",Renewed
145,,Male,82017.6,New Suzanneside,,"Six marriage rather level enough time. Stand security try seem.
Amount foot west develop wife per. A wall brother happen space wife.","Set fear have history what nor allow. For wind something mention understand.
Affect usually certain gun particular claim. Up agent run system away fly reason.",Cancelled
